Duration (in seconds),Response ID,condition,concern,frequency,sources,list,subjective ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,encounter,exhaustion ,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,"partisanship
561,R_1hKKTBWbZvPg2pW,More Fake,2,1,2,newspapers and journal articles,,31,34,80,78,73,17,38,30,54,62,66,61,68,64,63,58,64,69,67,67,52,61,61,65,64,61,74,68,61,62,65,57,50,60,32,52,50,50,64,50,37,50,63,38,50,52,66,52,45,65,62,56,50,60,47,50,62,54,50,67,50,56,41,66,69,72,52,69,41,69,72,77,57,57,57,57,57,57,57,57,13,5,3,3,4,4,2,3,2,4,3,3,3,Other,,18,Female,,463045cf9fff046fd227,,Q17|Q30|Q24|Q55|Q47|Q21|Q39|Q52,Q194|Q172|Q134|Q122|Q144|Q158|Q118|Q206|Q204|Q203|Q123|Q116|Q129|Q187|Q115|Q145|Q209|Q179|Q166|Q177|Q181|Q161|Q169|Q163|Q188|Q133|Q114|Q178|Q197|Q157|Q151|Q150|Q156|Q199|Q138|Q191|Q126|Q142|Q120|Q141|Q208|Q192|Q200|Q152|Q195|Q159|Q139|Q124|Q131|Q185|Q164|Q147|Q148|Q128|Q212|Q143|Q184|Q205|Q132|Q154|Q174|Q149|Q207|Q160,Q291|Q300|Q310|Q304|Q311|Q290|Q296|Q274,,,,,
1387,R_3iQ0WsDt67mcIYc,All True,3,2,1,BBC News ,40,63,79,24,73,35,46,25,61,73,73,84,68,27,24,73,62,74,29,70,35,27,90,26,34,81,18,62,72,32,35,21,69,34,69,86,29,29,63,72,6,61,25,68,27,71,14,67,28,29,68,61,12,39,20,29,82,39,27,69,34,60,71,30,62,23,17,75,65,19,62,34,63,64,78,71,69,83,14,92,37,46,4,4,4,5,1,1,1,3,4,4,2,3,Other,Labour ,18,Female,,b4477e352c81e37ad252,,,,,Q335|Q347|Q371|Q319|Q340|Q315|Q356|Q378|Q338|Q411|Q326|Q403|Q348|Q387|Q401|Q314|Q334|Q376|Q342|Q332|Q399|Q395|Q396|Q410|Q394|Q377|Q412|Q389|Q388|Q369|Q321|Q379|Q360|Q370|Q392|Q328|Q344|Q316|Q325|Q381|Q351|Q322|Q363|Q397|Q327|Q352|Q366|Q391|Q409|Q333|Q406|Q355|Q400|Q404|Q390|Q341|Q367|Q365|Q362|Q357|Q354|Q374|Q358|Q345|Q383|Q343|Q346|Q323|Q375|Q318|Q329|Q385|Q364|Q382|Q339|Q384|Q317|Q368|Q331|Q408,,,,
1063,R_21gOFRzLKTFChJK,More Fake,3,2,2,"sky, BBC News ",20,81,60,0,99,70,29,39,99,30,0,20,20,8,50,0,50,50,49,0,71,11,100,0,9,9,50,72,62,58,50,0,82,30,50,19,0,30,59,91,13,60,31,28,0,0,0,30,19,0,0,0,32,50,0,50,9,70,18,67,39,0,18,40,20,61,7,71,8,0,31,63,26,71,50,25,32,100,70,100,37,72,4,4,2,4,2,1,1,2,5,2,5,4,Democrat,,19,Female,,209ec14f2e19bca17fa2,,Q59|Q38|Q17|Q52|Q30|Q33|Q28|Q18,Q198|Q192|Q132|Q163|Q206|Q167|Q212|Q127|Q176|Q155|Q166|Q144|Q134|Q116|Q147|Q180|Q152|Q172|Q130|Q149|Q193|Q209|Q122|Q142|Q114|Q194|Q129|Q137|Q136|Q169|Q197|Q187|Q117|Q145|Q213|Q188|Q138|Q119|Q189|Q177|Q160|Q128|Q191|Q204|Q118|Q162|Q158|Q156|Q120|Q183|Q211|Q135|Q148|Q146|Q143|Q154|Q157|Q186|Q126|Q121|Q165|Q125|Q123|Q179,Q309|Q276|Q310|Q275|Q311|Q304|Q267|Q286,,,,,
1505,R_3DtpeuCSVxakAXw,All True,3,4,3,"BBC, Bloomberg, South China Morning Post",40,95,66,45,66,78,69,62,100,72,73,85,81,20,75,3,30,29,73,70,51,37,34,1,45,15,61,79,69,71,69,79,67,65,54,82,79,51,81,93,5,55,13,33,38,61,57,36,71,59,27,63,45,66,79,77,15,61,72,71,83,87,74,39,61,75,55,20,78,31,77,88,85,83,25,51,81,64,62,63,15,31,4,2,4,4,1,3,2,3,4,3,2,2,Democrat,,18,Female,,4060ce367e20ccad5017,,,,,Q411|Q335|Q395|Q333|Q409|Q412|Q360|Q397|Q365|Q408|Q374|Q394|Q339|Q377|Q324|Q314|Q340|Q352|Q407|Q380|Q373|Q406|Q369|Q403|Q367|Q399|Q344|Q332|Q410|Q342|Q396|Q364|Q336|Q345|Q390|Q353|Q384|Q334|Q366|Q387|Q320|Q316|Q378|Q371|Q362|Q337|Q346|Q343|Q381|Q317|Q348|Q323|Q315|Q338|Q405|Q325|Q413|Q393|Q382|Q372|Q376|Q361|Q330|Q359|Q318|Q392|Q401|Q388|Q319|Q363|Q357|Q349|Q385|Q350|Q326|Q347|Q383|Q341|Q391|Q404,,,,
1216,R_3ELmxqTvcgTu7yp,More Fake,3,3,1,BBC news,70,81,61,10,70,35,65,56,0,0,0,0,25,0,0,40,60,79,41,61,26,40,0,30,61,60,20,0,39,22,0,55,0,60,27,0,40,61,29,55,13,10,0,20,0,30,71,61,61,59,39,60,65,0,0,40,64,0,0,32,0,0,23,50,100,0,30,0,19,26,40,0,20,74,50,7,40,27,71,57,27,65,4,4,4,4,2,1,1,2,4,4,4,4,Democrat,,20,Female,,afd515902c811142ee03,,Q43|Q21|Q55|Q63|Q48|Q44|Q38|Q15,Q202|Q155|Q181|Q149|Q179|Q152|Q133|Q173|Q137|Q206|Q212|Q163|Q208|Q138|Q126|Q192|Q187|Q140|Q131|Q184|Q180|Q142|Q210|Q124|Q128|Q157|Q139|Q186|Q150|Q130|Q119|Q182|Q175|Q132|Q195|Q178|Q153|Q165|Q207|Q211|Q136|Q191|Q204|Q188|Q141|Q203|Q193|Q194|Q196|Q129|Q121|Q127|Q200|Q123|Q148|Q144|Q134|Q135|Q199|Q198|Q209|Q151|Q162|Q117,Q274|Q313|Q276|Q297|Q294|Q312|Q309|Q268,,,,,
1295,R_22Jj8oj8fUvYsI9,All True,3,1,1,twitter,60,61,78,57,72,79,93,56,96,32,84,71,82,39,75,79,72,68,55,21,32,50,42,32,72,78,65,70,27,50,52,72,100,90,72,65,77,62,78,68,35,48,77,55,44,36,88,74,41,35,33,37,68,69,45,81,39,20,50,35,60,45,68,57,79,31,64,92,100,36,86,76,84,76,85,38,13,94,74,84,62,40,5,4,4,5,1,1,2,1,5,4,5,5,Democrat,,18,Female,,8a9eec3aba16cdb27f5d,,,,,Q369|Q327|Q354|Q355|Q384|Q328|Q365|Q395|Q394|Q402|Q345|Q396|Q334|Q373|Q385|Q380|Q383|Q389|Q413|Q347|Q378|Q322|Q321|Q360|Q336|Q406|Q410|Q330|Q353|Q356|Q405|Q397|Q316|Q362|Q364|Q343|Q375|Q391|Q388|Q332|Q403|Q367|Q376|Q366|Q357|Q341|Q324|Q338|Q333|Q377|Q370|Q314|Q358|Q349|Q361|Q325|Q319|Q359|Q374|Q411|Q315|Q352|Q348|Q317|Q339|Q320|Q326|Q393|Q400|Q381|Q382|Q401|Q363|Q379|Q412|Q392|Q386|Q351|Q390|Q331,,,,
928,R_2SoYpzMEQuZkHH8,All True,2,2,3,"""BBC News"", ""ITV News"", ""Mirror""",40,60,86,79,76,50,71,80,61,60,90,81,5,75,76,75,61,75,18,30,86,30,80,60,10,65,80,70,75,71,70,60,29,21,70,76,14,60,30,14,54,15,25,70,70,29,80,25,80,60,70,61,59,35,65,60,0,50,60,70,70,76,5,20,70,25,90,100,60,90,80,100,75,15,91,61,30,91,70,49,58,30,4,4,4,4,1,1,1,3,4,4,3,4,Democrat,,21,Female,,7dacf9045e948ed7f350,,,,,Q333|Q339|Q365|Q386|Q368|Q391|Q340|Q348|Q317|Q347|Q393|Q371|Q329|Q344|Q385|Q374|Q325|Q381|Q406|Q403|Q320|Q350|Q342|Q405|Q410|Q404|Q331|Q316|Q314|Q413|Q384|Q318|Q408|Q376|Q354|Q366|Q394|Q352|Q388|Q401|Q378|Q336|Q356|Q389|Q323|Q335|Q326|Q315|Q363|Q383|Q355|Q367|Q360|Q411|Q353|Q402|Q364|Q346|Q322|Q400|Q327|Q341|Q359|Q412|Q337|Q377|Q407|Q409|Q375|Q343|Q379|Q330|Q397|Q324|Q372|Q362|Q349|Q332|Q369|Q390,,,,
29944,R_UFrKfZadiexJTjj,More Fake,3,2,2,"BBC, ITV News",65,71,70,82,60,81,63,40,50,2,51,0,18,0,9,61,17,65,50,0,0,60,0,0,71,100,20,0,0,20,28,60,0,92,0,20,0,59,85,71,82,55,0,0,0,0,0,0,0,10,71,8,50,51,50,19,70,0,50,16,29,6,0,0,16,31,70,100,0,81,50,50,93,62,64,81,4,68,1,1,36,82,3,4,5,5,1,3,1,2,3,3,4,4,Democrat,,19,Female,,6305b87c84c10e78502a,,Q58|Q41|Q49|Q47|Q14|Q61|Q26|Q50,Q190|Q171|Q122|Q145|Q204|Q194|Q130|Q161|Q132|Q177|Q169|Q167|Q141|Q137|Q150|Q121|Q136|Q183|Q156|Q158|Q180|Q133|Q142|Q128|Q159|Q186|Q144|Q126|Q176|Q206|Q155|Q164|Q196|Q146|Q165|Q203|Q134|Q129|Q197|Q120|Q181|Q160|Q202|Q135|Q210|Q178|Q192|Q151|Q188|Q200|Q147|Q154|Q139|Q124|Q119|Q157|Q138|Q125|Q213|Q127|Q201|Q153|Q193|Q123,Q272|Q305|Q283|Q306|Q291|Q271|Q266|Q268,,,,,
1432,R_3neBcU5PSTHQbBP,More Fake,3,1,2,"""BBC, SKY NEWS""",77,92,71,50,50,9,28,81,31,9,21,0,43,27,44,13,16,32,42,11,25,16,41,50,64,59,9,69,30,0,10,15,91,93,64,50,37,0,50,0,0,26,0,0,18,19,13,0,0,6,27,4,81,79,0,0,4,29,20,3,7,51,50,0,47,15,27,38,20,30,79,50,57,3,50,19,35,50,50,78,68,88,4,4,3,4,1,1,3,4,4,4,3,5,Independent,,18,Female,,b576b420ca03088f5cf7,,Q38|Q39|Q60|Q15|Q62|Q48|Q53|Q42,Q189|Q125|Q202|Q115|Q147|Q191|Q211|Q184|Q131|Q186|Q154|Q127|Q168|Q146|Q160|Q136|Q199|Q200|Q120|Q149|Q148|Q128|Q205|Q138|Q178|Q174|Q124|Q210|Q194|Q152|Q139|Q155|Q207|Q159|Q209|Q212|Q177|Q196|Q161|Q197|Q130|Q182|Q114|Q119|Q166|Q142|Q170|Q151|Q181|Q137|Q193|Q157|Q190|Q133|Q134|Q165|Q208|Q129|Q175|Q204|Q153|Q192|Q195|Q179,Q279|Q284|Q306|Q312|Q302|Q305|Q296|Q281,,,,,
782,R_a2HRXkJH8GshCut,All True,4,4,1,bbc news,30,80,96,66,64,83,79,67,67,94,64,83,59,82,82,66,50,72,70,56,71,74,65,73,88,43,51,84,70,44,25,62,60,91,75,71,72,77,78,42,67,65,61,65,71,51,31,60,7,70,38,67,73,61,84,41,36,68,92,65,81,69,78,66,70,84,19,31,91,84,69,86,66,73,73,80,80,32,76,71,68,16,4,4,2,2,2,1,2,2,2,2,2,2,Democrat,,18,Female,,2aa5d2545cf9d81de2e3,,,,,Q355|Q348|Q365|Q363|Q322|Q349|Q318|Q392|Q407|Q403|Q316|Q370|Q325|Q413|Q332|Q336|Q401|Q317|Q360|Q383|Q367|Q375|Q337|Q396|Q404|Q405|Q390|Q320|Q381|Q357|Q382|Q359|Q326|Q399|Q369|Q353|Q400|Q406|Q364|Q323|Q351|Q346|Q384|Q412|Q352|Q342|Q334|Q380|Q331|Q388|Q397|Q398|Q362|Q345|Q371|Q409|Q340|Q394|Q347|Q395|Q391|Q343|Q333|Q350|Q324|Q387|Q411|Q389|Q361|Q319|Q410|Q379|Q354|Q377|Q366|Q358|Q329|Q378|Q339|Q327,,,,
18680,R_3GuGQ0JhruCNJgC,All True,5,3,3,"BBC, India Today, NDTV",50,85,70,73,90,82,81,77,94,83,95,82,50,81,84,100,100,80,70,70,62,88,86,24,80,71,75,86,68,85,25,73,67,100,100,22,75,100,89,100,72,15,72,8,85,85,20,0,91,71,93,66,70,75,71,31,79,9,73,70,80,95,62,25,100,86,86,82,86,72,100,100,100,77,80,50,90,60,93,80,85,40,4,4,5,5,3,2,5,2,2,2,2,2,Independent,,19,Female,,29785febb6e5e94798f3,,,,,Q390|Q371|Q395|Q396|Q347|Q331|Q375|Q316|Q338|Q411|Q406|Q354|Q348|Q351|Q407|Q374|Q400|Q413|Q394|Q359|Q321|Q382|Q361|Q329|Q404|Q319|Q385|Q365|Q366|Q328|Q317|Q367|Q356|Q401|Q364|Q373|Q368|Q330|Q326|Q410|Q325|Q412|Q372|Q345|Q392|Q327|Q341|Q357|Q363|Q362|Q353|Q343|Q342|Q405|Q409|Q402|Q388|Q346|Q376|Q370|Q336|Q391|Q318|Q377|Q314|Q403|Q344|Q387|Q355|Q408|Q398|Q334|Q358|Q332|Q322|Q324|Q386|Q350|Q384|Q337,,,,
1109,R_0Ds7y7OhWORS2Bj,More Fake,2,1,0,I don't make an effort to follow news,35,84,67,68,65,60,43,69,30,61,17,76,0,0,60,33,0,45,0,48,4,65,0,34,2,5,58,0,5,58,30,65,20,43,66,0,37,0,0,27,0,0,0,56,0,6,31,41,29,79,6,44,20,41,44,52,71,54,58,24,0,36,0,35,51,43,53,12,8,42,0,0,54,75,53,51,51,61,56,70,55,70,3,1,1,2,1,4,2,2,4,4,3,4,Independent,,19,Male,,270df5f9210e78396168,,Q44|Q52|Q33|Q43|Q31|Q40|Q47|Q50,Q189|Q211|Q170|Q200|Q176|Q201|Q122|Q118|Q152|Q156|Q153|Q165|Q125|Q196|Q195|Q209|Q208|Q190|Q148|Q135|Q185|Q186|Q161|Q199|Q188|Q198|Q175|Q206|Q157|Q119|Q143|Q115|Q117|Q121|Q147|Q192|Q183|Q131|Q133|Q142|Q126|Q144|Q141|Q213|Q132|Q173|Q160|Q164|Q154|Q212|Q155|Q127|Q168|Q193|Q180|Q207|Q174|Q181|Q139|Q159|Q171|Q163|Q172|Q169,Q304|Q300|Q271|Q312|Q279|Q277|Q274|Q302,,,,,
2064,R_3HRiQle3eOnC111,More Fake,3,1,2,"BBC news, G1 (Brazilian source)",60,81,30,29,70,71,61,82,100,62,53,8,23,18,61,70,26,2,21,65,10,35,70,64,0,0,19,19,56,87,62,88,72,9,10,4,84,14,1,81,9,0,8,21,14,25,76,50,23,68,67,37,13,29,23,25,15,30,51,67,24,0,12,17,0,18,41,21,11,23,12,64,71,64,88,68,16,17,86,69,23,72,5,1,2,2,2,2,2,4,5,2,4,5,Democrat,,18,Female,,1e50fe7ad4d68516e37a,,Q37|Q23|Q43|Q21|Q59|Q22|Q62|Q17,Q167|Q133|Q187|Q158|Q116|Q178|Q150|Q122|Q118|Q169|Q202|Q139|Q135|Q140|Q204|Q197|Q163|Q174|Q144|Q213|Q136|Q151|Q168|Q180|Q164|Q138|Q146|Q192|Q184|Q115|Q172|Q125|Q188|Q156|Q206|Q128|Q137|Q154|Q157|Q181|Q147|Q205|Q208|Q129|Q153|Q162|Q143|Q176|Q189|Q117|Q161|Q186|Q142|Q200|Q196|Q121|Q126|Q175|Q166|Q194|Q209|Q148|Q114|Q145,Q309|Q292|Q301|Q266|Q273|Q310|Q284|Q312,,,,,
2107,R_3MGXyBSv4e0uYxa,All True,3,2,2,"the straits time, cna, nhs, gov.uk, bbc",40,30,29,30,60,18,100,60,81,10,40,80,39,80,100,61,82,70,20,60,61,70,9,19,18,9,0,60,30,30,59,70,85,70,71,71,61,59,61,70,60,80,0,10,60,29,30,29,9,61,81,70,60,72,59,29,40,60,60,9,72,60,60,61,71,70,19,39,9,80,0,81,18,29,70,61,71,100,10,20,70,61,5,2,2,2,2,1,1,1,4,2,4,5,Democrat,,18,Female,,c68670d1fa337c69ebe3,,,,,Q321|Q347|Q331|Q374|Q384|Q390|Q316|Q337|Q351|Q364|Q363|Q327|Q329|Q352|Q360|Q382|Q335|Q340|Q322|Q367|Q387|Q400|Q369|Q345|Q399|Q370|Q355|Q362|Q361|Q404|Q333|Q389|Q323|Q343|Q386|Q365|Q366|Q398|Q383|Q357|Q371|Q397|Q359|Q342|Q396|Q353|Q380|Q402|Q385|Q354|Q320|Q409|Q393|Q318|Q401|Q326|Q346|Q315|Q328|Q376|Q407|Q314|Q332|Q324|Q392|Q394|Q341|Q405|Q356|Q372|Q336|Q373|Q388|Q403|Q344|Q349|Q338|Q381|Q348|Q375,,,,
685,R_ZLjU24hs310zRcJ,All True,3,2,1,New york times,28,67,61,51,44,57,30,100,29,72,24,60,100,61,81,62,99,64,30,28,48,34,60,66,41,18,66,73,59,61,30,65,75,78,71,51,56,69,63,42,0,0,32,72,62,71,62,80,100,72,58,29,49,40,71,68,75,32,0,20,65,40,34,20,0,66,20,20,80,0,29,62,80,64,81,56,19,37,56,67,52,52,4,4,4,4,1,2,3,4,3,3,4,4,Democrat,,18,Female,,1c865a31e1e5c0a2eeff,,,,,Q330|Q337|Q358|Q379|Q396|Q369|Q384|Q357|Q394|Q387|Q401|Q352|Q372|Q362|Q367|Q316|Q393|Q328|Q323|Q386|Q365|Q371|Q341|Q397|Q342|Q355|Q404|Q409|Q392|Q382|Q364|Q361|Q375|Q368|Q331|Q319|Q408|Q333|Q389|Q363|Q345|Q327|Q336|Q317|Q320|Q383|Q356|Q376|Q353|Q366|Q398|Q318|Q349|Q360|Q348|Q381|Q314|Q329|Q378|Q335|Q347|Q332|Q339|Q354|Q405|Q351|Q413|Q406|Q377|Q373|Q334|Q390|Q400|Q359|Q346|Q380|Q412|Q374|Q388|Q338,,,,
2070,R_3KoOwyeSKwuLjkv,More Fake,4,2,3,"BBC News, Twitter, Facebook",35,6,81,67,76,75,94,92,32,22,70,0,75,83,73,39,65,61,36,22,64,26,75,75,77,11,0,79,87,58,73,25,0,24,35,37,67,84,73,12,14,68,40,5,32,23,61,64,76,78,60,65,24,24,66,66,50,37,56,65,44,76,24,36,56,24,74,76,13,64,97,35,71,63,35,70,66,94,59,72,53,61,2,4,4,5,2,1,3,2,4,3,4,3,Independent,,18,Female,,8c588088f62aa5cb6c9c,,Q16|Q44|Q28|Q42|Q56|Q26|Q38|Q60,Q202|Q195|Q205|Q147|Q192|Q176|Q198|Q159|Q132|Q119|Q182|Q155|Q197|Q190|Q126|Q135|Q212|Q154|Q178|Q165|Q186|Q123|Q196|Q187|Q144|Q150|Q133|Q191|Q134|Q140|Q164|Q161|Q145|Q158|Q127|Q146|Q175|Q138|Q204|Q185|Q207|Q162|Q193|Q169|Q121|Q139|Q170|Q208|Q148|Q183|Q136|Q152|Q120|Q128|Q153|Q166|Q188|Q210|Q137|Q125|Q129|Q201|Q131|Q116,Q313|Q294|Q297|Q301|Q299|Q308|Q276|Q272,,,,,
943,R_1MYPnHZh3AemEqt,All True,5,3,6,"BBC news, the economist, the guardian, the FT, Le Figaro",41,64,82,72,36,76,66,29,22,63,39,68,55,66,64,73,31,19,65,28,19,21,36,40,36,69,61,66,38,40,65,79,44,59,39,20,92,40,59,43,65,62,65,66,30,42,60,62,19,35,63,78,39,77,68,58,70,82,46,59,40,69,68,72,71,38,34,65,64,29,60,70,25,35,80,28,70,59,67,54,54,50,4,5,5,5,2,2,2,2,2,1,1,1,Independent,,18,Male,,03db0f94a7402e074d7d,,,,,Q402|Q315|Q375|Q392|Q331|Q359|Q361|Q347|Q339|Q379|Q406|Q353|Q399|Q364|Q387|Q396|Q388|Q330|Q405|Q378|Q325|Q316|Q367|Q333|Q320|Q321|Q390|Q352|Q337|Q318|Q383|Q412|Q335|Q411|Q365|Q342|Q409|Q380|Q340|Q386|Q362|Q327|Q391|Q358|Q356|Q382|Q366|Q394|Q332|Q384|Q372|Q401|Q343|Q404|Q398|Q314|Q400|Q371|Q397|Q408|Q323|Q374|Q319|Q349|Q354|Q413|Q317|Q377|Q338|Q370|Q344|Q326|Q410|Q328|Q369|Q346|Q393|Q381|Q324|Q329,,,,
508,R_3R4aOgAvU2c87Fv,More Fake,3,2,2,"sky news, apple",72,28,71,38,62,43,38,59,28,46,45,56,46,37,55,45,36,53,55,53,53,43,46,36,53,45,31,55,57,42,53,48,54,43,42,54,37,47,51,43,54,63,43,53,53,37,42,44,45,41,42,40,40,48,46,43,36,45,40,56,48,40,46,54,53,44,48,36,45,54,55,46,48,53,54,53,54,51,47,52,49,78,4,5,4,5,1,4,2,3,4,4,4,4,Democrat,,19,Female,,1b70cb576b2dacd08a8e,,Q45|Q58|Q16|Q27|Q29|Q56|Q30|Q33,Q182|Q178|Q198|Q133|Q209|Q199|Q165|Q166|Q202|Q172|Q156|Q176|Q155|Q212|Q185|Q159|Q124|Q150|Q149|Q143|Q190|Q180|Q122|Q139|Q189|Q123|Q125|Q135|Q205|Q181|Q191|Q127|Q174|Q157|Q183|Q141|Q138|Q117|Q186|Q140|Q207|Q148|Q114|Q200|Q118|Q164|Q152|Q196|Q208|Q213|Q169|Q204|Q201|Q119|Q171|Q126|Q136|Q177|Q145|Q134|Q132|Q146|Q129|Q197,Q264|Q292|Q279|Q302|Q288|Q274|Q300|Q285,,,,,
763,R_3PdUuYcBZcFMTdi,All True,3,2,1,News outlets like the guardian etc,45,61,45,49,40,59,50,43,45,49,33,51,67,45,56,51,50,55,75,61,60,60,64,61,45,51,41,40,58,45,36,41,31,51,50,61,50,49,43,45,60,61,58,47,39,39,75,65,46,45,42,57,70,56,47,60,39,42,62,47,58,60,47,61,55,71,43,50,34,71,47,48,41,59,60,38,59,43,51,57,47,50,5,2,2,2,4,4,3,3,2,5,2,1,Independent,,19,Female,,95d4d558b0d5029797b3,,,,,Q395|Q339|Q334|Q373|Q333|Q349|Q320|Q399|Q364|Q345|Q342|Q401|Q381|Q400|Q358|Q405|Q315|Q406|Q322|Q316|Q403|Q393|Q325|Q344|Q340|Q409|Q402|Q396|Q327|Q412|Q383|Q363|Q357|Q361|Q376|Q385|Q408|Q352|Q338|Q326|Q374|Q384|Q328|Q386|Q378|Q318|Q350|Q390|Q397|Q321|Q341|Q365|Q354|Q336|Q377|Q404|Q356|Q379|Q370|Q382|Q324|Q351|Q372|Q388|Q367|Q410|Q392|Q369|Q394|Q329|Q387|Q413|Q323|Q317|Q355|Q343|Q319|Q348|Q331|Q411,,,,
2349,R_3L8323AWATVOHxm,More Fake,3,1,0,I don't really look at news,56,61,23,35,77,75,100,61,86,0,11,18,73,0,17,75,31,37,67,63,65,0,0,0,4,0,84,69,14,0,69,81,0,21,81,80,28,11,71,2,99,45,20,89,0,0,76,0,0,6,0,9,25,81,70,37,0,20,84,13,8,0,8,74,15,18,29,87,32,72,0,16,11,1,85,75,68,78,67,64,22,78,3,4,4,4,1,1,2,4,4,4,5,4,Democrat,,18,Female,,90752dbfd5309bf8b12b,,Q16|Q35|Q21|Q18|Q19|Q41|Q14|Q56,Q139|Q210|Q157|Q196|Q129|Q184|Q120|Q144|Q204|Q171|Q160|Q202|Q114|Q201|Q125|Q207|Q209|Q200|Q185|Q158|Q132|Q153|Q206|Q164|Q203|Q194|Q130|Q169|Q189|Q162|Q154|Q123|Q141|Q165|Q179|Q131|Q137|Q199|Q118|Q143|Q122|Q135|Q140|Q155|Q119|Q116|Q127|Q192|Q142|Q180|Q146|Q161|Q163|Q188|Q126|Q166|Q133|Q193|Q178|Q149|Q151|Q117|Q134|Q138,Q278|Q281|Q273|Q264|Q274|Q298|Q268|Q307,,,,,
