Duration (in seconds),Response ID,condition,concern,frequency,sources,list,subjective ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,encounter,exhaustion ,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,"partisanship
938,R_vw6r1tujOBikqBP,All True,4,4,3,"__uardian _, __aily mail _, __K01_",22,100,81,100,100,99,82,100,82,100,100,8,100,91,60,39,100,57,18,80,63,63,81,18,89,97,82,81,5,72,59,83,91,82,28,29,71,100,4,19,38,61,82,100,100,82,100,90,58,70,70,60,71,100,100,82,100,71,29,60,100,100,46,80,40,28,81,59,53,100,100,100,82,70,80,40,100,81,0,72,72,40,3,4,2,4,1,1,1,1,3,2,2,2,Other,,18,Male,,21d09c256101297b0ea7,,,,,Q361|Q326|Q355|Q315|Q368|Q380|Q376|Q327|Q387|Q369|Q388|Q349|Q357|Q335|Q413|Q410|Q362|Q393|Q323|Q403|Q391|Q353|Q321|Q365|Q385|Q348|Q374|Q324|Q366|Q401|Q317|Q364|Q378|Q386|Q342|Q316|Q371|Q370|Q383|Q318|Q412|Q328|Q359|Q375|Q367|Q373|Q379|Q398|Q356|Q363|Q346|Q334|Q360|Q384|Q350|Q407|Q389|Q320|Q382|Q354|Q392|Q411|Q325|Q339|Q402|Q409|Q337|Q352|Q331|Q319|Q395|Q377|Q345|Q394|Q408|Q314|Q322|Q343|Q336|Q397,,,,
1256,R_3oRtBNhd04n2w34,More Fake,5,1,1,"""Social Media""",80,67,39,51,20,71,61,60,29,0,0,30,0,50,0,20,40,0,30,9,0,0,0,51,0,0,5,0,14,0,60,5,40,40,55,19,60,0,0,20,0,0,0,0,0,0,5,19,70,75,65,81,5,0,10,0,12,70,0,75,25,0,40,0,14,71,0,10,10,30,0,85,90,4,74,95,86,9,39,95,28,95,4,1,1,4,1,2,2,4,2,3,4,5,Democrat,,18,Female,,7c978671f8c69aa5b8a7,,Q45|Q20|Q58|Q53|Q22|Q36|Q39|Q28,Q128|Q179|Q209|Q207|Q127|Q140|Q212|Q116|Q164|Q167|Q152|Q125|Q201|Q202|Q190|Q203|Q165|Q148|Q156|Q213|Q160|Q150|Q182|Q185|Q133|Q139|Q206|Q196|Q181|Q174|Q166|Q171|Q183|Q135|Q154|Q158|Q198|Q188|Q204|Q173|Q121|Q134|Q144|Q159|Q151|Q187|Q122|Q169|Q177|Q184|Q157|Q142|Q124|Q136|Q115|Q138|Q120|Q199|Q117|Q130|Q131|Q176|Q172|Q155,Q272|Q297|Q283|Q287|Q309|Q284|Q298|Q293,,,,,
1103,R_11aMR7aEOKeSxep,More Fake,4,3,2,"daily mail, telegraph",24,63,66,25,33,80,64,92,87,65,32,6,0,0,5,0,1,9,65,6,24,22,0,69,55,0,0,0,0,72,38,0,8,0,29,33,40,4,8,0,0,0,0,0,0,0,0,0,76,3,8,0,30,18,16,15,0,19,56,0,0,0,0,7,0,21,100,5,66,42,19,0,9,80,100,79,72,60,63,91,62,67,4,2,2,4,1,1,1,3,3,2,1,4,Democrat,,18,Female,,ebcf4a5cf62abb59f02a,,Q59|Q28|Q38|Q24|Q58|Q48|Q34|Q53,Q134|Q170|Q209|Q144|Q135|Q163|Q136|Q126|Q119|Q180|Q208|Q143|Q124|Q211|Q146|Q205|Q191|Q159|Q121|Q166|Q157|Q190|Q114|Q131|Q171|Q154|Q203|Q181|Q182|Q178|Q167|Q174|Q198|Q120|Q212|Q197|Q129|Q116|Q155|Q165|Q138|Q161|Q188|Q168|Q200|Q177|Q153|Q195|Q164|Q169|Q201|Q204|Q158|Q156|Q133|Q115|Q130|Q139|Q186|Q202|Q147|Q137|Q117|Q149,Q292|Q282|Q270|Q281|Q272|Q286|Q298|Q295,,,,,
848,R_1ogVd3ARddIpUDQ,All True,4,4,2,"TV, online",30,78,10,58,91,63,44,42,67,68,55,65,34,55,86,59,64,74,33,76,62,65,38,76,61,10,49,40,59,76,21,45,61,47,61,45,34,55,89,62,60,38,60,66,86,25,25,41,66,46,63,59,0,65,65,44,46,3,45,42,40,60,75,80,30,72,44,14,24,60,63,92,68,100,50,68,63,14,45,16,53,51,2,4,4,4,1,2,3,3,4,3,4,4,Democrat,,18,Female,,84c3bd0cdb0283a62ad3,,,,,Q342|Q402|Q333|Q330|Q413|Q317|Q379|Q322|Q354|Q397|Q334|Q399|Q409|Q377|Q346|Q327|Q407|Q403|Q383|Q412|Q340|Q349|Q331|Q315|Q332|Q321|Q368|Q374|Q323|Q382|Q355|Q351|Q356|Q357|Q395|Q324|Q339|Q361|Q381|Q358|Q375|Q387|Q347|Q410|Q408|Q367|Q376|Q393|Q348|Q359|Q318|Q364|Q400|Q335|Q350|Q404|Q388|Q394|Q316|Q319|Q380|Q362|Q353|Q373|Q320|Q384|Q352|Q329|Q341|Q325|Q392|Q345|Q385|Q391|Q337|Q336|Q344|Q398|Q343|Q386,,,,
747,R_24MHjzPEpkfjLJT,More Fake,3,1,1,"CNN, BBC, NEW YORK TIMES, ",61,81,40,63,50,82,60,56,72,65,60,22,52,69,79,56,0,0,27,55,70,85,72,29,63,77,0,11,9,100,78,0,58,19,100,91,74,0,70,41,4,0,34,1,100,69,76,100,36,30,44,33,32,95,30,73,66,73,37,58,72,78,0,37,81,39,80,70,9,7,74,83,77,89,85,75,84,100,71,94,55,40,4,4,2,5,1,1,3,3,5,5,5,5,Independent,,19,Female,,b3f5a47977227dbfe8f4,,Q16|Q19|Q37|Q61|Q14|Q34|Q49|Q41,Q115|Q160|Q189|Q118|Q130|Q187|Q206|Q154|Q142|Q207|Q212|Q173|Q192|Q166|Q163|Q185|Q168|Q128|Q209|Q171|Q199|Q161|Q176|Q191|Q169|Q174|Q205|Q131|Q149|Q150|Q121|Q201|Q155|Q193|Q179|Q164|Q132|Q175|Q120|Q119|Q183|Q133|Q146|Q178|Q148|Q114|Q125|Q180|Q170|Q145|Q126|Q195|Q190|Q116|Q136|Q208|Q138|Q194|Q165|Q182|Q151|Q117|Q129|Q141,Q295|Q267|Q311|Q304|Q273|Q268|Q272|Q302,,,,,
2035,R_3EKZDZUgM7s4DIe,All True,3,3,3,"Weibo, BBC news, Wechat",25,78,78,70,80,19,0,81,73,73,28,23,83,86,90,75,57,76,47,81,29,83,70,77,75,73,28,83,60,77,0,55,2,15,29,27,82,33,80,80,100,0,80,27,14,70,80,77,89,72,81,62,35,77,75,31,72,27,81,90,72,20,97,31,70,74,71,91,51,68,84,74,67,71,83,69,100,23,15,30,79,64,5,5,5,5,1,1,1,5,5,1,1,3,Independent,,20,Female,,fa880a2b3c6b59d7b3f1,,,,,Q345|Q396|Q318|Q387|Q316|Q389|Q330|Q348|Q363|Q346|Q390|Q383|Q334|Q360|Q410|Q378|Q336|Q388|Q393|Q404|Q315|Q350|Q349|Q344|Q376|Q352|Q392|Q355|Q341|Q391|Q331|Q403|Q402|Q342|Q394|Q413|Q385|Q407|Q371|Q379|Q400|Q398|Q372|Q339|Q327|Q326|Q401|Q384|Q354|Q369|Q412|Q373|Q362|Q351|Q332|Q386|Q399|Q395|Q335|Q356|Q340|Q338|Q314|Q382|Q397|Q365|Q324|Q322|Q329|Q321|Q328|Q368|Q366|Q325|Q374|Q364|Q333|Q343|Q358|Q319,,,,
1054,R_1CEkykdkI456NoM,More Fake,2,2,2,"bbc, gov.uk",64,83,70,81,19,28,38,81,25,33,5,78,22,34,0,22,23,70,28,63,81,27,19,70,85,65,13,12,21,70,18,72,21,1,10,2,80,24,24,72,0,16,0,12,2,1,14,30,78,19,33,89,63,25,24,72,23,73,18,74,77,23,5,22,9,24,28,28,90,27,33,28,15,28,70,18,24,26,73,60,31,71,5,2,3,4,2,1,1,2,5,1,3,5,Other,,18,Female,,e7b2bfcd1e35f0028657,,Q55|Q48|Q41|Q43|Q63|Q62|Q30|Q51,Q175|Q198|Q150|Q194|Q191|Q145|Q203|Q169|Q122|Q179|Q171|Q154|Q149|Q153|Q204|Q136|Q197|Q117|Q185|Q139|Q124|Q173|Q133|Q165|Q125|Q167|Q199|Q141|Q188|Q202|Q160|Q134|Q118|Q143|Q144|Q201|Q135|Q147|Q137|Q158|Q170|Q184|Q182|Q172|Q164|Q123|Q208|Q206|Q157|Q146|Q159|Q120|Q168|Q196|Q115|Q119|Q130|Q127|Q178|Q148|Q114|Q207|Q190|Q192,Q308|Q312|Q297|Q305|Q303|Q272|Q313|Q264,,,,,
862,R_2CUN07KXdiEv8NB,All True,3,2,1,google suggested articles,25,22,70,20,66,40,65,36,80,74,81,51,74,29,10,56,22,56,51,66,5,25,68,20,26,59,85,68,51,75,73,90,17,80,76,76,100,62,52,81,75,90,35,65,26,79,34,59,41,51,5,29,56,63,51,34,7,33,84,85,67,51,59,62,21,73,8,10,69,92,65,61,81,88,74,33,65,78,60,53,55,35,3,4,4,3,1,1,3,4,4,4,3,2,Republican,,18,Male,,7f62837b03dbe6587ef2,,,,,Q394|Q351|Q357|Q360|Q377|Q346|Q325|Q395|Q406|Q409|Q392|Q400|Q407|Q355|Q390|Q317|Q413|Q373|Q316|Q343|Q376|Q352|Q379|Q371|Q386|Q399|Q365|Q314|Q412|Q334|Q349|Q328|Q388|Q359|Q350|Q402|Q363|Q391|Q405|Q331|Q336|Q382|Q338|Q344|Q318|Q335|Q358|Q337|Q375|Q320|Q383|Q396|Q356|Q401|Q326|Q322|Q398|Q380|Q354|Q374|Q361|Q369|Q378|Q366|Q319|Q387|Q321|Q329|Q323|Q345|Q408|Q389|Q404|Q332|Q327|Q315|Q347|Q381|Q348|Q384,,,,
699,R_24l4pFMUYdggx3t,All True,3,2,1,BBC,19,35,78,41,60,66,66,44,60,78,43,59,73,63,55,87,76,42,69,41,63,34,41,61,44,16,64,60,74,62,55,64,56,81,64,41,62,37,56,61,64,33,44,43,90,75,43,37,33,62,63,67,35,65,62,57,58,43,55,61,65,55,68,85,34,58,46,76,75,78,65,84,63,56,57,51,70,42,66,77,64,38,4,2,2,4,2,2,2,3,4,2,4,4,Independent,,19,Female,,e4936306d10df627e336,,,,,Q400|Q338|Q323|Q412|Q355|Q347|Q401|Q378|Q396|Q343|Q362|Q383|Q407|Q366|Q348|Q315|Q375|Q368|Q404|Q334|Q377|Q369|Q358|Q330|Q328|Q336|Q402|Q399|Q342|Q333|Q345|Q327|Q410|Q413|Q409|Q324|Q316|Q391|Q392|Q364|Q395|Q388|Q390|Q329|Q394|Q335|Q370|Q408|Q372|Q389|Q337|Q376|Q341|Q365|Q406|Q350|Q411|Q393|Q367|Q398|Q346|Q317|Q320|Q354|Q387|Q397|Q403|Q405|Q357|Q322|Q325|Q381|Q382|Q321|Q339|Q380|Q318|Q385|Q353|Q314,,,,
1311,R_27qDpdUkJtzz3L5,More Fake,2,1,1,BBC News,15,55,25,65,0,30,80,70,60,0,30,0,0,0,20,0,70,30,0,15,35,40,65,100,5,0,0,20,0,65,0,25,0,15,35,75,100,0,85,0,70,0,0,0,0,0,0,0,0,0,30,0,0,0,15,25,40,60,0,0,0,0,90,0,0,35,50,25,60,70,0,0,80,70,0,100,80,65,50,10,28,80,3,2,1,3,1,1,2,1,2,3,2,4,Democrat,,18,Male,,898eb1169d7affe7dacd,,Q52|Q62|Q21|Q37|Q36|Q49|Q29|Q28,Q166|Q127|Q205|Q117|Q163|Q120|Q187|Q209|Q147|Q119|Q128|Q135|Q165|Q197|Q162|Q183|Q138|Q129|Q161|Q160|Q156|Q198|Q200|Q115|Q132|Q155|Q182|Q180|Q154|Q139|Q195|Q167|Q202|Q145|Q123|Q158|Q168|Q122|Q199|Q212|Q169|Q150|Q186|Q157|Q201|Q142|Q136|Q181|Q210|Q121|Q174|Q144|Q211|Q175|Q152|Q114|Q148|Q159|Q170|Q137|Q143|Q131|Q208|Q189,Q291|Q273|Q293|Q309|Q310|Q295|Q284|Q272,,,,,
1393,R_1BWPfcI5CZ1vUXd,All True,2,2,3,"BBC, The Financial Times, The Telegraph",20,75,45,65,30,75,70,75,70,80,55,60,75,65,80,70,65,65,80,10,35,40,40,15,35,30,65,40,65,55,60,65,55,55,65,65,20,65,65,35,65,65,70,40,62,45,35,40,70,70,65,35,75,35,55,80,30,40,65,70,60,40,65,35,70,60,10,35,15,55,65,80,80,30,25,65,65,60,35,30,65,40,3,2,2,4,1,1,1,1,4,1,3,2,Republican,,19,Female,,2f6000fe79bb72687b17,,,,,Q376|Q380|Q406|Q359|Q412|Q334|Q413|Q330|Q387|Q402|Q320|Q323|Q408|Q316|Q404|Q401|Q341|Q395|Q410|Q393|Q326|Q319|Q315|Q411|Q336|Q345|Q356|Q348|Q347|Q365|Q352|Q354|Q366|Q355|Q321|Q409|Q318|Q322|Q360|Q384|Q357|Q377|Q373|Q374|Q344|Q371|Q327|Q335|Q369|Q375|Q342|Q391|Q363|Q314|Q388|Q398|Q340|Q390|Q370|Q361|Q389|Q333|Q399|Q407|Q338|Q392|Q372|Q328|Q386|Q379|Q324|Q364|Q350|Q362|Q331|Q343|Q368|Q349|Q405|Q397,,,,
1026,R_bBAnQp0tda5oeK5,More Fake,4,2,2,"BBC News, The Guardian",60,75,71,78,81,81,30,29,94,70,23,11,0,3,0,24,18,72,58,0,64,18,1,0,0,7,70,74,65,0,75,28,7,0,0,0,65,11,0,34,21,0,13,6,81,11,54,71,72,72,8,76,10,0,20,7,80,12,70,72,27,22,62,0,7,15,1,7,20,77,70,7,75,44,80,69,25,67,75,24,29,81,5,2,2,4,1,1,2,2,4,2,2,4,Democrat,,24,Female,,95e79a89798ef2db2838,,Q27|Q51|Q45|Q58|Q16|Q26|Q18|Q53,Q135|Q180|Q166|Q169|Q151|Q204|Q191|Q182|Q129|Q210|Q124|Q165|Q163|Q120|Q208|Q161|Q199|Q155|Q196|Q194|Q175|Q193|Q142|Q146|Q152|Q174|Q195|Q125|Q137|Q212|Q119|Q121|Q209|Q149|Q206|Q122|Q185|Q123|Q145|Q131|Q173|Q179|Q162|Q127|Q177|Q197|Q134|Q170|Q164|Q143|Q117|Q178|Q192|Q126|Q147|Q213|Q157|Q187|Q198|Q114|Q144|Q176|Q183|Q115,Q283|Q292|Q274|Q295|Q307|Q312|Q267|Q272,,,,,
989,R_wMhPbq0CXBHoBnX,More Fake,2,4,2,"""Siyah _erit"" ""Haber""",72,76,55,63,12,51,38,68,36,50,51,28,9,46,51,44,0,51,25,34,12,0,51,75,0,0,28,51,7,69,49,30,51,53,64,32,90,0,50,8,82,0,0,0,67,51,0,51,50,70,63,48,55,0,17,56,19,41,0,51,51,33,32,18,49,49,49,39,73,13,51,51,68,49,53,19,25,49,58,1,39,82,5,4,1,5,1,1,1,3,3,1,1,1,Democrat,,18,Female,,c6dc6cac1280a2dae656,,Q54|Q20|Q29|Q15|Q38|Q43|Q36|Q35,Q156|Q176|Q157|Q194|Q208|Q162|Q193|Q128|Q142|Q198|Q158|Q175|Q173|Q201|Q202|Q189|Q136|Q144|Q116|Q130|Q159|Q203|Q190|Q192|Q199|Q178|Q206|Q129|Q188|Q145|Q135|Q134|Q196|Q127|Q119|Q125|Q154|Q166|Q139|Q191|Q170|Q123|Q132|Q182|Q137|Q171|Q115|Q126|Q200|Q160|Q172|Q149|Q181|Q146|Q151|Q143|Q169|Q164|Q167|Q204|Q155|Q131|Q187|Q183,Q307|Q283|Q276|Q296|Q270|Q291|Q266|Q269,,,,,
3763,R_51lTq3yfBE1hOP7,More Fake,3,2,3,"""apple news"" ""bbc news"" ""Warwick University website""",75,65,51,70,24,76,91,73,51,0,20,90,51,51,0,80,80,70,87,86,51,51,0,60,48,65,20,25,91,70,90,7,0,0,62,70,51,0,82,0,0,16,8,10,60,62,100,70,87,10,51,60,30,31,29,80,80,51,75,69,100,79,40,9,51,51,95,91,51,98,10,80,51,14,84,80,92,81,100,70,54,80,4,4,3,5,1,2,2,1,3,1,3,4,Democrat,,18,Female,,39796434d26afcf9044a,,Q55|Q51|Q19|Q50|Q56|Q33|Q48|Q63,Q164|Q178|Q149|Q132|Q170|Q213|Q176|Q196|Q160|Q168|Q165|Q119|Q183|Q195|Q115|Q116|Q153|Q121|Q201|Q200|Q140|Q204|Q182|Q134|Q136|Q131|Q159|Q171|Q197|Q169|Q118|Q123|Q180|Q187|Q211|Q190|Q144|Q122|Q130|Q184|Q188|Q151|Q177|Q143|Q193|Q138|Q148|Q191|Q172|Q126|Q167|Q208|Q192|Q157|Q156|Q145|Q203|Q186|Q137|Q120|Q125|Q212|Q147|Q117,Q306|Q294|Q291|Q273|Q292|Q310|Q266|Q269,,,,,
18081,R_3nlxc2iwtuZOsA9,All True,3,1,1,twitter,50,41,65,91,21,76,72,80,9,67,19,11,84,79,73,86,80,41,83,68,4,92,61,20,3,65,72,73,71,63,65,94,72,72,17,86,69,87,65,85,68,77,100,41,40,32,20,76,69,79,61,90,19,40,11,8,0,10,68,71,95,42,86,71,71,26,31,80,30,70,39,65,83,92,57,68,82,4,13,61,15,70,4,2,2,4,1,1,1,3,2,2,2,4,Democrat,,20,Female,,55906ce08937979bcb3d,,,,,Q395|Q405|Q362|Q384|Q350|Q334|Q402|Q353|Q333|Q329|Q366|Q321|Q368|Q360|Q319|Q345|Q381|Q401|Q341|Q351|Q380|Q323|Q342|Q408|Q314|Q317|Q412|Q326|Q370|Q410|Q316|Q411|Q377|Q378|Q389|Q385|Q318|Q344|Q390|Q339|Q413|Q365|Q396|Q338|Q376|Q391|Q348|Q352|Q373|Q367|Q327|Q387|Q346|Q340|Q354|Q330|Q392|Q406|Q328|Q382|Q397|Q347|Q375|Q331|Q399|Q349|Q393|Q332|Q359|Q409|Q336|Q363|Q324|Q343|Q358|Q407|Q371|Q355|Q388|Q403,,,,
3543,R_1QKPUpPOqgmUZKs,All True,3,2,3,"BBC News, The Guardian, Live Universal Awareness Map, Twitter",2,60,70,35,65,85,80,100,40,90,80,65,20,90,70,80,75,80,100,90,60,90,55,35,80,60,80,85,95,70,60,70,85,75,90,85,90,35,80,90,75,40,65,85,85,45,90,40,30,90,30,75,40,75,90,65,65,85,70,90,65,85,75,90,85,35,50,100,90,70,40,85,80,10,80,85,90,80,85,71,71,5,2,1,1,1,1,1,1,1,2,1,2,1,Other,Labour (UK),18,Male,,ec4058ace36447837b2b,,,,,Q372|Q323|Q394|Q405|Q384|Q340|Q401|Q396|Q400|Q379|Q351|Q362|Q367|Q399|Q320|Q407|Q354|Q413|Q326|Q353|Q324|Q392|Q371|Q380|Q328|Q319|Q410|Q359|Q385|Q374|Q398|Q412|Q363|Q350|Q388|Q377|Q390|Q355|Q338|Q406|Q344|Q360|Q343|Q346|Q393|Q409|Q411|Q331|Q375|Q368|Q370|Q378|Q322|Q389|Q366|Q361|Q330|Q403|Q321|Q332|Q364|Q333|Q327|Q373|Q341|Q365|Q386|Q358|Q402|Q357|Q347|Q325|Q376|Q318|Q383|Q314|Q369|Q382|Q349|Q391,,,,
1091,R_2WvB3RNLPpncQ3u,More Fake,3,2,3,"BBC News, Sky News, Al Jazeera",40,70,69,28,11,61,15,90,23,29,58,12,50,10,8,64,6,8,7,4,65,64,7,0,65,79,67,0,75,24,7,40,0,15,76,61,5,0,0,3,0,0,0,0,62,8,55,4,2,54,65,1,8,7,5,21,35,13,34,3,6,68,43,0,81,20,75,0,0,0,80,6,75,16,69,13,48,78,16,53,83,95,5,4,2,5,1,1,1,1,4,2,3,4,Democrat,,19,Female,,c9a5c0a2b449f059ed69,,Q22|Q47|Q26|Q58|Q61|Q60|Q32|Q50,Q149|Q158|Q159|Q208|Q192|Q184|Q190|Q170|Q119|Q147|Q122|Q204|Q126|Q201|Q169|Q120|Q162|Q175|Q178|Q127|Q167|Q155|Q146|Q206|Q133|Q151|Q193|Q121|Q172|Q179|Q203|Q199|Q213|Q173|Q123|Q118|Q156|Q200|Q165|Q209|Q161|Q145|Q207|Q181|Q211|Q129|Q143|Q210|Q148|Q152|Q182|Q117|Q187|Q198|Q128|Q132|Q135|Q171|Q168|Q144|Q115|Q195|Q176|Q134,Q267|Q268|Q277|Q294|Q291|Q280|Q269|Q290,,,,,
1494,R_86BKiSKHtrBM05b,All True,2,2,1,Channel 4 news,40,63,60,61,72,71,35,59,75,30,71,39,36,36,60,51,33,78,64,64,61,78,65,37,78,41,77,73,40,63,58,71,40,45,61,39,40,78,75,75,77,73,64,60,76,64,34,33,44,39,73,68,38,61,69,26,36,60,30,93,36,84,40,61,65,59,39,74,68,87,73,22,70,62,86,77,95,66,72,42,47,39,4,4,2,4,1,1,2,2,3,2,3,2,Democrat,,18,Female,,6b60b9ec382394a6f935,,,,,Q352|Q349|Q401|Q371|Q367|Q342|Q340|Q383|Q398|Q351|Q337|Q362|Q335|Q317|Q404|Q395|Q320|Q413|Q331|Q356|Q339|Q333|Q330|Q396|Q392|Q326|Q380|Q389|Q381|Q394|Q370|Q350|Q324|Q399|Q346|Q328|Q357|Q354|Q344|Q378|Q391|Q348|Q369|Q332|Q318|Q388|Q314|Q343|Q385|Q319|Q412|Q382|Q323|Q315|Q355|Q325|Q334|Q390|Q403|Q329|Q384|Q359|Q372|Q360|Q411|Q338|Q345|Q316|Q353|Q405|Q373|Q336|Q364|Q408|Q361|Q363|Q386|Q393|Q400|Q376,,,,
2197,R_1duxXtlLwfxENoX,More Fake,3,3,2,"BBC news, apple news ",43,65,74,27,74,84,77,26,13,15,69,77,85,38,10,40,34,70,80,70,93,26,11,13,88,21,6,41,66,38,78,23,63,18,75,73,71,76,29,79,8,27,15,15,42,68,18,15,37,36,37,36,62,19,14,73,80,35,32,31,67,32,42,80,32,26,38,59,36,72,27,85,83,31,27,76,99,30,27,38,44,75,5,5,2,4,2,4,3,3,2,2,2,3,Independent,,18,Female,,0298f2c84d79c0e6434c,,Q18|Q57|Q42|Q61|Q56|Q49|Q14|Q35,Q132|Q209|Q183|Q166|Q192|Q201|Q165|Q197|Q114|Q119|Q144|Q150|Q177|Q115|Q130|Q203|Q194|Q171|Q117|Q121|Q127|Q187|Q167|Q200|Q184|Q151|Q152|Q190|Q133|Q141|Q173|Q169|Q131|Q211|Q210|Q163|Q202|Q156|Q128|Q138|Q155|Q134|Q136|Q172|Q154|Q162|Q148|Q188|Q198|Q118|Q179|Q204|Q175|Q146|Q125|Q140|Q170|Q178|Q139|Q196|Q181|Q191|Q206|Q122,Q294|Q291|Q275|Q264|Q311|Q265|Q269|Q278,,,,,
1924,R_1ietxnGTxz5AG7j,All True,3,2,2,"""bbc news"", ""instagram""",45,32,42,0,96,51,92,41,70,21,45,16,27,58,59,78,96,56,20,67,31,76,75,41,5,61,70,24,63,14,40,12,59,11,22,42,100,28,70,74,76,92,0,20,42,40,41,18,89,0,44,36,31,0,13,30,38,39,88,0,81,17,51,31,39,79,68,0,63,80,55,44,57,91,92,66,61,0,5,63,46,60,4,4,4,4,1,1,2,2,4,2,2,4,Democrat,,19,Female,,58aa31ddc57256ce2f4b,,,,,Q335|Q403|Q322|Q365|Q350|Q375|Q410|Q406|Q399|Q340|Q376|Q381|Q379|Q372|Q391|Q317|Q368|Q359|Q355|Q344|Q351|Q382|Q348|Q318|Q346|Q395|Q413|Q397|Q400|Q341|Q349|Q393|Q361|Q338|Q319|Q388|Q323|Q411|Q320|Q364|Q327|Q352|Q371|Q401|Q316|Q383|Q402|Q380|Q354|Q336|Q362|Q339|Q333|Q326|Q315|Q390|Q366|Q408|Q405|Q360|Q394|Q329|Q330|Q314|Q369|Q345|Q404|Q374|Q377|Q353|Q396|Q332|Q328|Q347|Q358|Q325|Q387|Q363|Q373|Q356,,,,
1147,R_RxaRCuurTKBByhz,More Fake,3,5,3,"BBC news, Daily wire, associated press",86,86,52,78,81,73,71,72,100,100,36,14,66,19,0,82,0,25,29,79,15,32,37,43,30,0,75,0,0,25,57,48,11,89,10,100,15,17,63,87,92,0,25,0,62,7,7,24,69,28,33,20,65,75,16,28,1,23,26,58,85,77,0,7,0,0,17,68,72,52,0,60,81,48,62,86,81,70,83,59,61,34,2,5,5,4,1,2,4,5,5,2,5,1,Democrat,,19,Male,,5b74f02c7e48c547810b,,Q48|Q24|Q37|Q63|Q46|Q18|Q15|Q49,Q172|Q123|Q204|Q190|Q130|Q188|Q195|Q128|Q205|Q193|Q133|Q211|Q149|Q148|Q156|Q126|Q181|Q139|Q132|Q114|Q134|Q153|Q144|Q184|Q120|Q145|Q125|Q140|Q169|Q117|Q131|Q206|Q179|Q174|Q154|Q146|Q170|Q191|Q118|Q213|Q210|Q180|Q142|Q161|Q198|Q143|Q141|Q138|Q176|Q136|Q178|Q177|Q124|Q158|Q182|Q189|Q160|Q209|Q185|Q164|Q116|Q163|Q121|Q127,Q312|Q308|Q296|Q297|Q294|Q292|Q288|Q301,,,,,
961,R_8Ig4Wroz6NHIPPr,All True,3,2,1,bbc news,40,72,76,66,78,81,32,72,30,45,61,79,70,30,32,70,28,76,35,66,81,71,71,25,26,76,73,76,83,72,34,89,9,73,34,29,82,78,25,21,89,11,60,87,71,25,69,75,75,36,36,79,74,73,30,67,31,25,37,72,68,81,30,68,74,7,31,80,85,37,68,33,41,71,81,83,85,76,64,95,66,36,5,3,2,4,4,1,2,3,4,2,4,5,Democrat,,19,Female,,dad23a8d7e1c9a8ab9c2,,,,,Q382|Q396|Q355|Q407|Q319|Q353|Q408|Q395|Q332|Q411|Q366|Q376|Q354|Q387|Q398|Q357|Q327|Q367|Q351|Q352|Q340|Q349|Q333|Q363|Q383|Q326|Q390|Q329|Q318|Q403|Q322|Q378|Q412|Q328|Q371|Q406|Q335|Q347|Q380|Q359|Q337|Q400|Q410|Q369|Q362|Q379|Q384|Q315|Q343|Q336|Q344|Q334|Q321|Q392|Q341|Q391|Q361|Q399|Q358|Q377|Q374|Q368|Q373|Q360|Q402|Q316|Q331|Q342|Q381|Q365|Q394|Q389|Q404|Q385|Q323|Q386|Q372|Q364|Q324|Q409,,,,